DOI	Cited title	Citation ID	CC paragraph	Citation_context	Cited_content	Citing DOI	PMCID	Label
10.1371/journal.pone.0090972	Protease inhibitors from marine actinobacteria as a potential source for antimalarial compound	B15	The exposure of cells, tissues, and the extracellular matrix to harmful reactive species causes a cascade of reactions and induces activation of multiple internal defense mechanisms (enzymatic or non-enzymatic) that remove reactive species and their derivatives ( Mirończuk-Chodakowska et al., 2018 ). Biomarkers, including both enzymatic and molecular parameters, have been widely used in environmental pollution research and ecotoxicological studies. In this study, a significant decrease of SOD activity was observed after amantadine exposure, indicating the inhibiting effect of amantadine on SOD activity. The inhibition of antioxidant enzyme SOD could lead to oxidative damage of  L. japonica  because the excessive superoxide anions could not be quickly cleared. The CAT activity increased slightly more in the AT group than in the CG group on the first day, and showed no significant difference after 5 days of amantadine exposure. The activation of CAT on the first day of exposure might be due to the conversion of superoxide anions to H 2 O 2  and play a role in the detoxification of reactive oxygen species (ROS) in  L. japonica  under amantadine exposure ( Karthik et al., 2014 ). On days 3 and 5, the decreased CAT activity might be caused by immune fatigue.	The activation of CAT on the first day of exposure might be due to the conversion of superoxide anions to H 2 O 2  and play a role in the detoxification of reactive oxygen species (ROS) in  L. japonica  under amantadine exposure ( Karthik et al., 2014 ).	The study was planned to screen the marine actinobacterial extract for the protease inhibitor activity and its anti- Pf activity under in vitro and in vivo conditions. Out of 100 isolates, only 3 isolates exhibited moderate to high protease inhibitor activities on trypsin, chymotrypsin and proteinase K. Based on protease inhibitor activity 3 isolates were chosen for further studies. The potential isolate was characterized by polyphasic approach and identified as Streptomyces sp LK3 (JF710608). The lead compound was identified as peptide from Streptomyces sp LK3. The double-reciprocal plot displayed inhibition mode is non-competitive and it confirms the irreversible nature of protease inhibitor. The peptide from Streptomyces sp LK3 extract showed significant anti plasmodial activity (IC50: 25.78 µg/ml). In in vivo model, the highest level of parasitemia suppression (≈ 45%) was observed in 600 mg/kg of the peptide. These analyses revealed no significant changes were observed in the spleen and liver tissue during 8 dpi. The results confirmed up-regulation of TGF-β and down regulation of TNF-α in tissue and serum level in PbA infected peptide treated mice compared to PbA infection. The results obtained infer that the peptide possesses anti- Pf activity activity. It suggests that the extracts have novel metabolites and could be considered as a potential source for drug development.	10.3389/fphys.2024.1448259	11303324	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: when i'm calling you, will you answer too?	B63	The present results of the study showed that women with the highest score of DQI had a higher intake of whole grains, fruits, vegetables, legumes, and total fiber, in addition to a lower intake of total fat and saturated fatty acids. It has been reported that a high-quality diet is related to a decreased risk of mortality caused by cardiovascular diseases ( 60 ). Dietary combinations can have considerable efficacy on insulin sensitivity ( 61 ). The types of fat consumption have been investigated and discussed as a factor in cardiovascular ( 62 ), as part of nutritional planning, and for the increase of insulin sensitivity ( 63 ). The quality of dietary fats can affect the composition of cell membranes and their functions and also cause to alter in insulin signaling pathways in tissues ( 64 ). For example, saturated fatty acids can induce insulin resistance by reducing the release of adiponectin and disrupting insulin signaling pathways associated with glucose uptake in adipose tissue. In addition, fatty acids lead to insulin resistance by causing chronic and mild inflammation through inflammatory cytokines, lipids and their metabolites, and reactive oxygen species ( 65 – 67 ). The saturated fatty acid could cause activates serine kinase proteins, leading to inflammatory pathways, and through reduction tyrosine phosphorylation of insulin receptor substrate 1, adverse affect insulin transportation ( 57 ). In addition, other negative results of its consumption include formation of antagonists against insulin activity, such as sphingolipids ( 68 ), and the expression of nuclear factor kappa B (NF-kB) and cyclooxygenase-2 (COX-2) ( 69 ). Intake of complex carbohydrates, such as fiber, and sources rich in polyphenols and antioxidants, including vegetables, fruits, and legumes, can contribute to an ameliorated cardiovascular status, due to their anti-inflammatory properties ( 70 – 72 ). Dietary fiber intake can, through its fermentation by intestinal bacteria and the production of short-chain fatty acids, lead to a reduction in the synthesis of cholesterol in the body ( 73 ,  74 ). The short-chain fatty acids lead to a decrease in the levels of C-reactive protein and interleukin-6 ( 75 ,  76 ). The benefits of polyphenols are related to their anti-inflammatory and antioxidant properties ( 77 ) because they can reduce the release of NO and PGE2 by suppressing the expression of iNOS and PGE2, and also reduce the release of IL-1b and TNF-a, an effect that has been related to suppressing activation of the NF-kB pathway ( 78 ,  79 ). Consumption of these products leads to ameliorate regulation of fat and carbohydrate metabolism, improvement of hyperglycemia, a decrease of dyslipidemia, increased sensitivity to insulin, amendment of adipose tissue metabolism, and decrease in oxidative stress ( 80 ). One of the most well-known effects of polyphenols on carbohydrate metabolism is the suppression of the function of the key enzymes (including alpha-glucosidase and alpha-amylase) responsible for its digestion in the gastrointestinal tract ( 81 ,  82 ). Some types of polyphenols can interfere with the absorption of glucose from the small intestine by inhibiting sodium-dependent glucose transporters, such as SGLT1 ( 83 ,  84 ). Polyphenolic ingredients regulated at blood sugar level after meals and improved glucose intolerance by facilitating insulin response and reducing the secretion of hormones such as glucose-dependent insulinotropic polypeptide (GIP) and glucagon-like polypeptide-1 (GLP-1) ( 85 ,  86 ). Some polyphenols can regulate the lipolysis mechanism through the induction of adipose tissue lipase, hormone sensitive lipase, enhances gene expression of mitochondrial uncoupling protein 2 (UCP-2) and carnitin palmitoyl transferase-1 (CPT-1) ( 87 ,  88 ). Most polyphenolic compounds, because of their particular structure, have been known as antioxidant phytochemicals ( 89 ). They improve the oxidant-antioxidant equilibrium through the endogenous antioxidant system. These bioactive factors diminish lipid peroxidation and increase the total antioxidant capacity of plasma. In addition, they induce enzymes including superoxide dismutase, catalase, and glutathione peroxidase ( 90 ).	The types of fat consumption have been investigated and discussed as a factor in cardiovascular ( 62 ), as part of nutritional planning, and for the increase of insulin sensitivity ( 63 ).	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.3389/fpubh.2023.1169398	10374417	Unrelated
28743020	Animal communication: when i’m calling you, will you answer too?	bib38	A pressing need to understand the neurotoxic impact of AgNPs, regarding their wide applications and great ability to cross the BBB and then tend to accumulate in the brain upon exposure  [37] . Previous investigations proved that AgNPs doesn’t only accumulate in the brain but also induce particular degree of tissue damage  [38] . Therefore, there is an urgent need to declare the possible action of AgNPs on brain tissue.	Previous investigations proved that AgNPs doesn’t only accumulate in the brain but also induce particular degree of tissue damage  [38] .	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1016/j.toxrep.2022.11.009	9742938	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: when I’m calling you, will you answer too?	B25	Curezyme–LAC is a mixture of six grains processed by fermentation, derived from the metabolism of  Bacillus coagulans , a lactic acid-producing bacterium.  B. coagulans  is “Generally Recognized As Safe” by the US Food and Drug Administration ( 22 ).  B. coagulans  strains have been used in various food products owing to their beneficial food processing and health-promoting effects ( 23 ). These strains are spore-forming bacteria that are resistant to high temperatures and acidity ( 24 ).  B. coagulans  can survive in gastrointestinal tract conditions better than other probiotic microorganisms ( 25 ).	These strains are sporeforming bacteria that are resistant to high temperatures and acidity  24 . B. coagulans  can survive in gastrointestinal tract conditions better than other probiotic microorganisms  25 .	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.3389/fnut.2023.1148512	10149940	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: When i’m calling you, will you answer too?	B105-cancers-15-04426	The presence of gastric bacteria can interfere with the host’s immune response to GC cells, promoting immune evasion. B cells are found at lower levels in GC than in gastritis, indicating an immune response suppression mechanism that may be facilitated by the microbiome [ 104 , 105 ].  Fusobacterium , which is commonly found in gastric cancer, has been found to be positively correlated with the presence of tumor-infiltrating lymphocytes, but it is also known to inhibit T-cell and natural killer cell cytotoxicity, leading to immune evasion and weakening the antitumor effect of tumor-infiltrating lymphocytes [ 106 ]. Intratumoral  Methylobacterium , in particular, has been linked to unfavorable outcomes in gastric cancer patients and has an inverse correlation with the frequency of CD8+ tissue-resident memory T cells in the tumor microenvironment. This bacterium can reduce TGF-β expression and CD8+ TRM cells within the tumor, indicating a potential role in gastric cancer immune evasion [ 107 ].	B cells are found at lower levels in GC than in gastritis, indicating an immune response suppression mechanism that may be facilitated by the microbiome [ 104 , 105 ].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.3390/cancers15184426	10526145	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: when i’m calling you, will you answer too?	pone.0276763.ref031	The refusal to accept the COVID-19 vaccine is estimated to be high and greatly differs between countries [ 19 ]. For example, an online survey of pregnant women in 16 countries found that COVID-19 vaccine acceptance was more than 80% in Mexico and India, but lower than 45% in the United States, Australia, and Russia [ 20 ]. In Switzerland [ 7 ], the United Kingdom [ 21 ], China [ 22 ], and Ethiopia [ 23 ], the willingness to accept COVID-19 vaccine among pregnant women was found to be 62.1%, 29.7%, 77.4%, and 70.7% respectively [ 7 ,  21 ,  22 ]. Given that the global intention for COVID-19 vaccination among pregnant women was estimated to be 47%, Africa had the lowest (19%) acceptance rate [ 24 ]. The main factors that determine an individual’s intent to take the COVID-19 vaccine include being pregnant, gender, age, educational status, occupational status, income, pre-existence of chronic disease, attitude towards and knowledge of COVID-19 [ 23 ,  25 – 30 ] ( Fig 1 ). Moreover, multiple myths and conspiracy theories about vaccines and COVID-19 [ 5 ,  31 ,  32 ] would also potentially affect the COVID-19 vaccine acceptance.	Moreover, multiple myths and conspiracy theories about vaccines and COVID-19 [ 5 ,  31 ,  32 ] would also potentially affect the COVID-19 vaccine acceptance.	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1371/journal.pone.0276763.r006	9632816	Unrelated
28743020	Animal communication: when i'm calling you, will you answer too?	jcla24752-bib-0027	"The study findings discovered that amlodipine therapy for 6 months accomplished by standard routine treatment with iron chelators could apply a decent impact on MDA and TAC concentrations amid iron‐overloaded TDT cases. Around five, an optimum approximated NNT for adjuvant therapy with amlodipine was found for MDA and TAC in this study, introducing its clinical merit for clinicians to help normalize these components efficiently. However, the effect of amlodipine on the levels of protein CO and GSH was weak. Amlodipine treatment could change the levels of MDA and TAC to the extent of clinical significance defined for this trial in the context of off‐label use of the drug. In the current study, no adverse side effects were detected in parallel to other studies. 
 26 
 ,  
 27"	Amlodipine treatment could change the levels of MDA and TAC to the extent of clinical significance defined for this trial in the context of offlabel use of the drug. In the current study, no adverse side effects were detected in parallel to other studies.  26  ,   27	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1002/jcla.24752	9756999	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: when i’m calling you, will you answer too?	CR59	Concerns regarding the safety of SARS-CoV-2 vaccines have arisen due to reported incidents of thromboembolic events, hypersensitivity reactions, and tachycardia post-vaccination [ 43 ,  59 ,  60 ]. Additionally, reports have highlighted BP elevation following COVID-19 vaccination. In a systematic review and meta-analysis by Angeli et al., encompassing six studies and 357,387 subjects, incidence rates of abnormal/increased BP and stage III hypertension/hypertensive urgencies and emergencies were found to be 3.20% and 0.6%, respectively [ 61 ]. Meylan et al. documented instances of stage III hypertension in nine patients shortly after mRNA-based SARS-CoV-2 vaccination, with eight having a history of hypertension; all recovered following monitoring and antihypertensive treatment [ 43 ]. These findings are supported by Zappa et al., who observed an average increase in systolic or diastolic BP by ≥ 10 mmHg at home during the first five days after the initial vaccine dose, particularly among individuals with a prior COVID-19 history [ 62 ]. Moreover, the vaccine recipients with pre-existing immunity exhibited a higher frequency and severity of systemic reactions compared to those without immunity [ 63 ]. This observed increase in BP post-vaccination suggests a potential association with elevated BP post-COVID-19 infection, possibly linked to RAAS overactivation.	Concerns regarding the safety of SARS-CoV-2 vaccines have arisen due to reported incidents of thromboembolic events, hypersensitivity reactions, and tachycardia post-vaccination [ 43 ,  59 ,  60 ].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1186/s12872-024-03916-w	11075195	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: when i’m calling you, will you answer too?	CR65	Obesity is gradually increasing and has become a pandemic before and during the COVID-19 lockdown [ 62 ]. The current study reported that physical inactivity was a risk factor for obesity during the lockdown. This is in line with a study conducted in Italy [ 5 ], USA [ 63 ], and Poland [ 64 ]. Another study reported that poor eating, inactivity, and binge eating raise BMI [ 65 – 68 ]. In addition, a meta-analysis revealed that physical activity and consumption of a healthy diet lowered the risk of NCDs [ 69 ]. The possible rationale was increased bad eating habits, unhealthy food consumption, increased screen time, stress, and biological and socioeconomic risk factors responsible for high BMI during the pandemic.	This is in line with a study conducted in Italy  5 , USA  63 , and Poland  64 . Another study reported that poor eating, inactivity, and binge eating raise BMI  65  68 .	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1186/s12889-023-15833-2	10227822	Unrelated
28743020	Animal communication: when i’m calling you, will you answer too?	CR212	Dendritic cells (DCs) are known as the most potent antigen-presenting cells (APCs) in the body (Vickers  2017 ), which play an essential role in the acquisition, processing, transportation, and presentation of various antigens. DCs are also involved in activating antigen-specific T cell response, as well as the direct interaction between B cells and natural killer cells (Pende et al.  1999 ), so the presence of DCs is vital in directing the acquired immune system responses (Kingsley  1994 ). The proximity of these cells to MSCs leads to the induction of Th2 and Treg, and suppression of the pro-inflammatory T cells, which are the Th1 and Th17 (Spaggiari et al.  2009 ). MSCs can prevent differentiation of monocytes or CD34 +  cells into DCs and inhibit the functioning of the CD34 +  hematopoietic progenitor cell-derived DCs (Li et al.  2008 ), which leads to immature DC production and immune suppression (Nauta et al.  2006 ). MSCs also release IL-6 (Spaggiari et al.  2009 ), PGE2 (Zhang et al.  2014 ), and EVs, and further downregulate C–C motif chemokine ligand 7 (CCR7) and CD49dβ1 to prevent mature DC migration, which results in the lower expression of inflammatory factors and antigen-presenting potential in these cells (Consentius et al.  2015 ), thus less induction of T cells (Chiesa et al.  2011 ). MSCs can even shift DCs into an anti-inflammatory phenotype by downregulating pro-inflammatory factors such as TNF-α and IL-12 along with upregulating anti-inflammatory factors, such as IL-10 and PGE2, and as a result, these altered cells inhibit T cell activity through the secretion of IL-10 (Favaro et al.  2016 ).	Dendritic cells (DCs) are known as the most potent antigen-presenting cells (APCs) in the body (Vickers  2017 ), which play an essential role in the acquisition, processing, transportation, and presentation of various antigens.	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1007/s10616-021-00461-8	7982879	Unrelated
10.1016/j.cub.2017.05.064	Animal Communication: When I'm Calling You, Will You Answer Too?	B273	Virus-like particles are multiprotein structures that cannot replicate due to their lack of a viral genome [ 273 ,  274 ]. VLP vaccines consist of functional viral proteins responsible for cell-penetrating, hence imitating the organization and combination of the native virus [ 275 ]. These vaccines are produced using different expression host systems, including bacteria, mammalian cells, yeast, insect cells, and plant cells. One of the expression host systems for VLPs is bacteria (mainly  E. coli ), accounting for 30% of the VLP vaccine [ 276 ,  277 ]. VLPs are primarily designed to target B cells. Due to its adjuvant properties, both innate and adaptive immune responses will be induced. Using VLP vaccines, the humoral response is activated following the cellular immune response. Prophylactic VLP-based vaccines for hepatitis B commercially available worldwide include Engerix-B and Recombivax, which were approved by the FDA in 1989 and 1986, respectively. Furthermore, prophylactic VLP-based vaccines for human papillomavirus (HPV) which are commercially available worldwide are Gardasil and Cervarix which the FDA approved in 2006 and 2009, respectively [ 278 ]. According to the World Health Organization's report on 30 March 2023, there are seven COVID-19 VLP-based vaccines [ 244 ].	Viruslike particles are multiprotein structures that cannot replicate due to their lack of a viral genome  273 ,  274 .	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1155/2023/1879554	10480030	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: When I’m calling you, will you answer too?	B379-foods-10-00981	Polymers have found some interesting applications in agriculture, such as controlled release of specific micronutrients or pesticides, as porous and water-holding matrices that avoid the critical soil drought. Moreover, some of these applications have been linked to the superabsorbent ability of the polymers employed. In the 1980s, several companies manufactured and commercialized composites materials based on plant biopolymers and polyethylene aiming at simultaneously providing biodegradability and fulfilling the requirements of the consumers. However, this strategy resulted in the release of polymer chains and microplastics to the medium, which caused environmental damage due to the toxic polyethylene residues [ 371 ]. In this way, microplastics disposed on land end up in rivers that flow into seas, eventually contaminating aquatic environments [ 372 ]. Therefore, the reduction of sea microplastics must go through the reduction of inputs onto the inland [ 373 ]. Microplastics are particles lower than 5 mm built from larger particles pieces. These particles cause damage to marine species, which eventually may affect the full food chain [ 374 ]. The removal of these small bodies is a real challenge; therefore, the best option is to avoid its generation [ 373 , 375 ]. Therefore, if the aim is to increase polymer biodegradability for agricultural applications, the path can go through the use of biopolymers whose degradation does not release undesirable macro- and micro-plastics [ 371 ]. To this end, superabsorbent biodegradable polymers have been proposed for their use in water-saving applications as well as for the controlled release of essential nutrients for plants [ 376 , 377 ]. These superabsorbent materials increase the overall porosity of clay-based soils, being recommended for their use in dry agricultural areas to reduce the drought stress during plant growth [ 378 ]. Moreover, plant nutrients may also be entrapped within superabsorbent matrices for their controlled release, hindering the water losses due to evaporation, and reducing the irrigation [ 379 ]. Although there are polysaccharide-based materials for these applications [ 380 , 381 , 382 ], Capezza et al. [ 370 ] recently reported the use of gluten co-product as raw material for the manufacture of protein-based superabsorbent materials with agricultural applications. These authors used a crosslinking agent (i.e., genipin) together with EDTAD to improve probe swelling, which in turn increased the water absorption capacity of these materials. Moreover, SAMs with agricultural applications have been generated from other proteins, such as soy [ 59 ], canola [ 363 ], zein [ 383 ], blood plasma [ 95 ], keratin and gelatin [ 384 ], milk proteins [ 385 , 386 ], and seaweed [ 347 , 387 ]. Moreover, bioplastics can also be used for the controlled release of both micronutrients and pesticides. This is the case of gluten-based bioplastics (releasing pesticides) [ 388 ], soy-based bioplastics (releasing zinc and mineral nutrients) [ 389 , 390 ], or even zein to prevent salt-leaching [ 391 ]. These results evidenced the potential of co- and by-products from the agri-food industry to produce materials that can be reused in agricultural applications with greater environmental performance. Accordingly, the life cycle of some crops may be enhanced since they can be used to obtain co- and by-products that in turn may lead to bioplastics that could be reused again in the first stages of their own life cycle (e.g., as water suppliers or for nutrient delivery to enhance crop growth).	Moreover, plant nutrients may also be entrapped within superabsorbent matrices for their controlled release, hindering the water losses due to evaporation, and reducing the irrigation [ 379 ].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.3390/foods10050981	8145534	Unrelated
24618707	Protease inhibitors from marine actinobacteria as a potential source for antimalarial compound	CR33	miRNAs are generally expressed at low levels, and this expression is different in various tissues and in certain environmental conditions. Considering their relatively small size, identifying miRNAs by their properties remains difficult, and experiments can be expensive, time consuming, and difficult. As a result, computational techniques have been proposed to effectively identify miRNA by their characteristics [ 24 ,  25 ]. Computational techniques take advantage of some features of miRNAs, including their conserved state among different species, the synthesis of stable stem-loop constructions from pre-miRNAs, and the minimum free energy of folding [ 26 ,  27 ]. Different computational approaches have been published in the previous decade. Computational resources containing expression profiles of miRNAs include human miRNA expression database (HMED) and mirEX 2.0 ([ 28 ,  29 ]. HMED and mirEX are considered to be comprehensive analysis programs for identifying datasets of miRNA expression. Moreover, some databases contain differentially expressed (DE) miRs obtained from many tissues; for instance, blood miRs are cell-specific miRNAs obtained from peripheral blood [ 30 ]. Likewise, ExCell miRDB is a specialized database containing curated information related to DEmiRs in biofluids [ 31 ]. Similarly, miRandola gives detailed information regarding several circulating extracellular miRNAs [ 32 ,  33 ]. In addition, many miRNAs have been identified as critical regulators of gene expression. Moreover, miRNA genes obtained from different species have been reported during the past decade, leading to the extensive expansion of miRBase, which is a core repository of miRNA sequences [ 34 ]. The current miRBase release version 21 contains a total of 2588 mature miRNAs and 1881 pre-miRNAs identified in the human genome (GRCh38). Moreover, miRNAs have also been identified in viruses. In a study by Tushcl et al., the miRNAs encoded by Epstein–Barr virus (EBV) were identified. Following this discovery, different viral miRNAs have been reported in other viruses [ 35 ,  36 ]. Currently, VIRmiRNA is a comprehensive database for experimentally verified viral miRNAs, containing 1308 different viral miRNA sequences [ 37 ]. A number of computational resources are focused on specific types of diseases; such as OncomiRDB, miRCancer, and dbDEMC, which are catalogs of deregulated miRNAs in different types of cancer [ 38 ,  39 ]. PhenomiR is an online database listing dysregulated miRNAs in different diseases and biological pathways [ 40 ]. Moreover, AVIRmiR is a subdatabase of VIRmiRNA [ 37 ], containing antiviral miRNAs that have been found to be involved in viral infections.	Likewise, ExCell miRDB is a specialized database containing curated information related to DEmiRs in biofluids  31 . Similarly, miRandola gives detailed information regarding several circulating extracellular miRNAs  32 ,  33 .	The study was planned to screen the marine actinobacterial extract for the protease inhibitor activity and its anti- Pf activity under in vitro and in vivo conditions. Out of 100 isolates, only 3 isolates exhibited moderate to high protease inhibitor activities on trypsin, chymotrypsin and proteinase K. Based on protease inhibitor activity 3 isolates were chosen for further studies. The potential isolate was characterized by polyphasic approach and identified as Streptomyces sp LK3 (JF710608). The lead compound was identified as peptide from Streptomyces sp LK3. The double-reciprocal plot displayed inhibition mode is non-competitive and it confirms the irreversible nature of protease inhibitor. The peptide from Streptomyces sp LK3 extract showed significant anti plasmodial activity (IC50: 25.78 µg/ml). In in vivo model, the highest level of parasitemia suppression (≈ 45%) was observed in 600 mg/kg of the peptide. These analyses revealed no significant changes were observed in the spleen and liver tissue during 8 dpi. The results confirmed up-regulation of TGF-β and down regulation of TNF-α in tissue and serum level in PbA infected peptide treated mice compared to PbA infection. The results obtained infer that the peptide possesses anti- Pf activity activity. It suggests that the extracts have novel metabolites and could be considered as a potential source for drug development.	10.1186/s11658-022-00317-9	8853298	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: when i’m calling you, will you answer too	B204	Honey and its major components are proved effective in treating a variety of viral infections in numerous investigations. Herpes zoster ( Hashemipour et al., 2014 ), rubella ( Zeina et al., 1996 ) influenza ( Watanabe et al., 2014 ), herpes disease ( Semprini et al., 2017 ), respiratory syncytial virus ( Zareie, 2011 ), AIDS ( Behbahani, 2014 ), immunodeficiency virus ( Al-Waili et al., 2006 ), viral hepatitis ( Abdulrhman et al., 2016 ), gingivostomatitis ( Awad and Hamad, 2018 ), rabies rhinoconjunctivitis ( Igado et al., 2010 ), and COVID-19 are among the diseases that honey and its main components can combat ( Filipe, 2020 ). Honey’s antiviral activities and their primary components have a large and unknown method of action. Honey’s antiviral activity is frequently linked to anti-oxidant, anti-inflammatory, anti-resistance, and anti-apoptotic activities through altering cellular signaling pathways such as MAPK, NF-kB, Nrf2, and others ( Docherty et al., 2004 ;  Shakibaei et al., 2011a ;  Shakibaei et al., 2011b ;  Vickers, 2017 ;  Buhrmann et al., 2019 ;  Buhrmann et al., 2020 ). Furthermore, these agents have a direct effect on the structure of the virus, such as when honey and its primary components interact with structural and non-structural proteins in the virus, or when they connect to virus target receptors ( Yaghoobi and Kazerouni, 2013 ).	Honey’s antiviral activity is frequently linked to anti-oxidant, anti-inflammatory, anti-resistance, and anti-apoptotic activities through altering cellular signaling pathways such as MAPK, NF-kB, Nrf2, and others ( Docherty et al., 2004 ;  Shakibaei et al., 2011a ;  Shakibaei et al., 2011b ;  Vickers, 2017 ;  Buhrmann et al., 2019 ;  Buhrmann et al., 2020 ).	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.3389/fcimb.2022.929430	9441699	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: When i’m calling you, will you answer too?	B73	To ensure the accuracy of the systematic retrieval process, two reviewers (DL and DW), who are familiar with ADHD attention issues and research in the field of sports science, conducted the retrieval process and independently screened titles, abstracts, and full-text articles. The inter-rater reliability (Cohen’s kappa) was calculated for both stages of review, including the screening of titles and abstracts, as well as the full-text screening. The level of agreement was classified as follows: fair agreement [0.40–0.59], good agreement [0.60–0.74], and excellent agreement [> 0.75] ( Sim and Wright, 2005 ;  Vickers, 2017 ).	The level of agreement was classified as follows: fair agreement [0.40–0.59], good agreement [0.60–0.74], and excellent agreement [> 0.75] ( Sim and Wright, 2005 ;  Vickers, 2017 ).	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.3389/fphys.2023.1189443	10415683	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: when i’m calling you, will you answer too?	CR64	Moreover, studies have shown that succinate induces cellular migration by activating the SUCNR1 receptor. This receptor also referred to as GPR91, is a member of the P2Y purinoreceptor family, which consists of G protein-coupled receptors [ 14 ]. Various tissues, such as blood cells, adipose tissue, the liver, retina, and kidney, exhibit the expression of this receptor. Recently, it has been discovered that this receptor, along with its ligand succinate, plays a crucial role in these tissues as a new regulator of local stress conditions like ischemia, hypoxia, toxicity, and hyperglycemia. Through the activation of PKC phosphorylation and subsequent activation of p38 MAPK, SUCNR1 induces cell migration as demonstrated in (Fig.  5 ) [ 39 ]. Furthermore, succinate triggers the formation of new blood vessels by activating extracellular regulated kinase (ERK) 1/2 and signal transducer and activator of transcription 3 (STAT3) through the specific succinate receptor GPR91. This finding indicates that this process takes place independently of the hypoxia-inducible factor (HIF) [ 8 ,  39 ]. A growing body of studies links the ERK1/2 signaling pathway to angiogenesis [ 45 ,  64 ,  75 ]. Furthermore, as stated by Loriot, Burnichon et al. [ 27 ], the accumulation of succinate leads to an excessive methylation process, which is capable of initiating the Epithelial-mesenchymal transition (EMT). Furthermore, Wang et al. conducted a study revealing that the depletion of SDHB results in the activation of the TGFß signaling pathway within colorectal cancer cells. This activation occurs through the enhancement of the tight-junction transcriptional repression complex SNAIL1-SMAD3/SMAD4, ultimately leading to EMT, as well as promoting cell migration and invasion [ 34 ]. Fig. 5 Diagram showing the signaling pathway that succinate uses to trigger cancer. The signaling mechanism that causes mitochondrial fission and succinate phosphorylation of Drp-1. ROS fuels the migration of cancer cells. Angiogenesis and metastasis are induced by extracellular regulated kinases (ERK1/2), phosphatidyl kinases (PI3K), and STAT3	This finding indicates that this process takes place independently of the hypoxiainducible factor HIF  8 ,  39 . A growing body of studies links the ERK12 signaling pathway to angiogenesis  45 ,  64 ,  75 .	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1186/s12263-024-00740-x	11131324	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: When i’m calling you, will you answer too?	B43-bioengineering-10-00482	Blood collection in rats is a common procedure in many research studies that require blood samples for analysis (e.g., cytokines and growth factors) or for blood concentrate production [ 40 , 41 , 42 , 43 , 44 , 45 , 46 ]. There are several anatomical sites from where blood can be collected from rats; the most common are the tail vein, intracardiac function, and orbital sinus ( Table 1 ).	Blood collection in rats is a common procedure in many research studies that require blood samples for analysis (e.g., cytokines and growth factors) or for blood concentrate production [ 40 , 41 , 42 , 43 , 44 , 45 , 46 ].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.3390/bioengineering10040482	10135737	Unrelated
